Num of gen points;Narrow area;Wide area;Right answer;
100;0.975000000000;0.874992235950;0,944517185899464;
600;0.991666666667;0.729160196625;0,944517185899464;
1100;0.956818181818;1.069434955050;0,944517185899464;
1600;0.964062500000;0.953984590584;0,944517185899464;
2100;0.967261904762;0.925917710000;0,944517185899464;
2600;0.938942307692;0.874992235950;0,944517185899464;
3100;0.948790322581;0.962805076834;0,944517185899464;
3600;0.934722222222;0.877692829271;0,944517185899464;
4100;0.942073170732;0.936644805421;0,944517185899464;
4600;0.938586956522;0.991235165847;0,944517185899464;
5100;0.940686274510;0.909305656968;0,944517185899464;
5600;0.931026785714;0.970477499794;0,944517185899464;
6100;0.939344262295;0.925993604894;0,944517185899464;
6600;0.934280303030;0.933914272041;0,944517185899464;
7100;0.945070422535;0.969474965653;0,944517185899464;
7600;0.942763157895;0.918486002064;0,944517185899464;
8100;0.950771604938;0.983015968783;0,944517185899464;
8600;0.939970930233;0.904384740000;0,944517185899464;
9100;0.943543956044;0.926273832196;0,944517185899464;
9600;0.944661458333;0.926641083211;0,944517185899464;
10100;0.944925742574;0.986652411275;0,944517185899464;
10600;0.955542452830;0.902507715068;0,944517185899464;
11100;0.944031531532;0.938054739442;0,944517185899464;
11600;0.940625000000;0.942879564601;0,944517185899464;
12100;0.946487603306;1.012387711016;0,944517185899464;
12600;0.940575396825;0.984559164967;0,944517185899464;
13100;0.944370229008;0.906904590611;0,944517185899464;
13600;0.944577205882;0.933610996855;0,944517185899464;
14100;0.948847517730;0.961870897675;0,944517185899464;
14600;0.944863013699;0.976208993838;0,944517185899464;
15100;0.947516556291;0.970282045310;0,944517185899464;
15600;0.940865384615;0.942299331023;0,944517185899464;
16100;0.939130434783;0.932962736054;0,944517185899464;
16600;0.948719879518;0.940587370104;0,944517185899464;
17100;0.943932748538;0.954020124707;0,944517185899464;
17600;0.944460227273;0.936307979757;0,944517185899464;
18100;0.944889502762;0.931391367181;0,944517185899464;
18600;0.943817204301;0.926216393132;0,944517185899464;
19100;0.950850785340;0.938618780158;0,944517185899464;
19600;0.937563775510;0.900785657871;0,944517185899464;
20100;0.945460199005;0.946578112634;0,944517185899464;
20600;0.946177184466;0.959942938469;0,944517185899464;
21100;0.944431279621;0.966684418654;0,944517185899464;
21600;0.949016203704;0.971763496613;0,944517185899464;
22100;0.948020361991;0.936580427520;0,944517185899464;
22600;0.943639380531;0.958877922287;0,944517185899464;
23100;0.944588744589;0.944856935886;0,944517185899464;
23600;0.942002118644;0.960266903013;0,944517185899464;
24100;0.946058091286;0.950429556431;0,944517185899464;
24600;0.946951219512;0.920836454274;0,944517185899464;
25100;0.949900398406;0.959818840498;0,944517185899464;
25600;0.945800781250;0.941452149705;0,944517185899464;
26100;0.949760536398;0.947628883890;0,944517185899464;
26600;0.942575187970;0.937491681375;0,944517185899464;
27100;0.947693726937;0.985846110861;0,944517185899464;
27600;0.939311594203;0.946146999099;0,944517185899464;
28100;0.945951957295;0.939691147821;0,944517185899464;
28600;0.944493006993;0.924622720196;0,944517185899464;
29100;0.949484536082;0.967870373252;0,944517185899464;
29600;0.941554054054;0.960389376095;0,944517185899464;
30100;0.950622923588;0.942498096900;0,944517185899464;
30600;0.944689542484;0.968400993165;0,944517185899464;
31100;0.944292604502;0.938139228326;0,944517185899464;
31600;0.945965189873;0.966060344896;0,944517185899464;
32100;0.950623052960;0.968882022431;0,944517185899464;
32600;0.944976993865;0.946864468010;0,944517185899464;
33100;0.943391238671;0.944016464029;0,944517185899464;
33600;0.941517857143;0.918394628606;0,944517185899464;
34100;0.946004398827;0.944843359380;0,944517185899464;
34600;0.944978323699;0.968279783264;0,944517185899464;
35100;0.945512820513;0.942853298884;0,944517185899464;
35600;0.946804775281;0.917594854180;0,944517185899464;
36100;0.943594182825;0.926699995046;0,944517185899464;
36600;0.948292349727;0.969291642071;0,944517185899464;
37100;0.946057951482;0.945484272928;0,944517185899464;
37600;0.944514627660;0.936789855451;0,944517185899464;
38100;0.948425196850;0.940827172338;0,944517185899464;
38600;0.945077720207;0.934685143238;0,944517185899464;
39100;0.946835038363;0.952321757229;0,944517185899464;
39600;0.943655303030;0.936123848394;0,944517185899464;
40100;0.939962593516;0.945059500065;0,944517185899464;
40600;0.943442118227;0.949943678165;0,944517185899464;
41100;0.943400243309;0.947612570212;0,944517185899464;
41600;0.945252403846;0.937625227199;0,944517185899464;
42100;0.943081947743;0.922101873357;0,944517185899464;
42600;0.947975352113;0.960574418652;0,944517185899464;
43100;0.940719257541;0.950107578711;0,944517185899464;
43600;0.942889908257;0.928062611117;0,944517185899464;
44100;0.946598639456;0.963615788193;0,944517185899464;
44600;0.947505605381;0.936682022391;0,944517185899464;
45100;0.947117516630;0.971135753376;0,944517185899464;
45600;0.944791666667;0.943857365631;0,944517185899464;
46100;0.943736442516;0.964199687337;0,944517185899464;
46600;0.949785407725;0.955731862872;0,944517185899464;
47100;0.943099787686;0.951572117888;0,944517185899464;
47600;0.945168067227;0.926053874369;0,944517185899464;
48100;0.946777546778;0.927948569010;0,944517185899464;
48600;0.944855967078;0.937005860354;0,944517185899464;
49100;0.944882892057;0.938948446000;0,944517185899464;
49600;0.941935483871;0.950652406890;0,944517185899464;
50100;0.944386227545;0.950673533803;0,944517185899464;
50600;0.941254940711;0.949733557817;0,944517185899464;
51100;0.945939334638;0.932259612123;0,944517185899464;
51600;0.947286821705;0.950734457925;0,944517185899464;
52100;0.945849328215;0.938624642105;0,944517185899464;
52600;0.947504752852;0.947446176907;0,944517185899464;
53100;0.944774011299;0.948594847135;0,944517185899464;
53600;0.945312500000;0.932309306132;0,944517185899464;
54100;0.941012014787;0.929802799097;0,944517185899464;
54600;0.947206959707;0.934286581610;0,944517185899464;
55100;0.944759528131;0.939571215252;0,944517185899464;
55600;0.944964028777;0.943886508725;0,944517185899464;
56100;0.943761140820;0.948818081170;0,944517185899464;
56600;0.941386925795;0.931676067490;0,944517185899464;
57100;0.943323117338;0.931690506931;0,944517185899464;
57600;0.944357638889;0.955841248492;0,944517185899464;
58100;0.944169535284;0.959830840583;0,944517185899464;
58600;0.947696245734;0.945668514394;0,944517185899464;
59100;0.944500846024;0.939312966211;0,944517185899464;
59600;0.944861577181;0.942851439931;0,944517185899464;
60100;0.943614808652;0.944551611335;0,944517185899464;
60600;0.946679042904;0.948148902542;0,944517185899464;
61100;0.942471358429;0.952801147276;0,944517185899464;
61600;0.945779220779;0.931652086727;0,944517185899464;
62100;0.943478260870;0.916949280007;0,944517185899464;
62600;0.945607028754;0.952179161982;0,944517185899464;
63100;0.944631537242;0.970826920007;0,944517185899464;
63600;0.945617138365;0.944392388836;0,944517185899464;
64100;0.945397815913;0.952041300929;0,944517185899464;
64600;0.944291795666;0.965441209773;0,944517185899464;
65100;0.945986943164;0.944585405766;0,944517185899464;
65600;0.937404725610;0.940498091013;0,944517185899464;
66100;0.943627080182;0.955299138090;0,944517185899464;
66600;0.942942942943;0.934113332974;0,944517185899464;
67100;0.944001490313;0.936860373845;0,944517185899464;
67600;0.944730029586;0.954380091677;0,944517185899464;
68100;0.945539647577;0.941805152645;0,944517185899464;
68600;0.943148688047;0.938058569769;0,944517185899464;
69100;0.942293777135;0.948857957750;0,944517185899464;
69600;0.945941091954;0.952098831455;0,944517185899464;
70100;0.947467902996;0.938650729578;0,944517185899464;
70600;0.946069405099;0.956377255063;0,944517185899464;
71100;0.943864275668;0.951566021250;0,944517185899464;
71600;0.943610335196;0.948994527786;0,944517185899464;
72100;0.943949375867;0.963179155708;0,944517185899464;
72600;0.945592286501;0.936592546409;0,944517185899464;
73100;0.944750341997;0.932048273223;0,944517185899464;
73600;0.943223505435;0.956890663832;0,944517185899464;
74100;0.943825910931;0.953976390402;0,944517185899464;
74600;0.946280160858;0.920475150806;0,944517185899464;
75100;0.947187083888;0.946710788800;0,944517185899464;
75600;0.945171957672;0.947908255612;0,944517185899464;
76100;0.944086727989;0.930437794484;0,944517185899464;
76600;0.946948433420;0.930075878306;0,944517185899464;
77100;0.942639429313;0.953046738624;0,944517185899464;
77600;0.944748711340;0.946905973555;0,944517185899464;
78100;0.942797695262;0.965740470408;0,944517185899464;
78600;0.943511450382;0.947846409964;0,944517185899464;
79100;0.943915929204;0.959676833586;0,944517185899464;
79600;0.943357412060;0.950473140726;0,944517185899464;
80100;0.946676029963;0.946360724608;0,944517185899464;
80600;0.944742555831;0.957738951398;0,944517185899464;
81100;0.945422318126;0.961784177151;0,944517185899464;
81600;0.947594975490;0.951720857948;0,944517185899464;
82100;0.944610231425;0.940714348679;0,944517185899464;
82600;0.942161016949;0.965857719694;0,944517185899464;
83100;0.944885679904;0.950218871558;0,944517185899464;
83600;0.942239832536;0.946396440213;0,944517185899464;
84100;0.945303210464;0.942619459894;0,944517185899464;
84600;0.941888297872;0.945092743427;0,944517185899464;
85100;0.942949471210;0.943652679063;0,944517185899464;
85600;0.944042056075;0.943365201428;0,944517185899464;
86100;0.946675377468;0.951888572598;0,944517185899464;
86600;0.944846997691;0.932808633373;0,944517185899464;
87100;0.944187715270;0.961498038075;0,944517185899464;
87600;0.945248287671;0.951903653950;0,944517185899464;
88100;0.945530646992;0.922333851440;0,944517185899464;
88600;0.943369074492;0.929857563010;0,944517185899464;
89100;0.940895061728;0.947880976892;0,944517185899464;
89600;0.945731026786;0.941289390732;0,944517185899464;
90100;0.942799667037;0.936065809208;0,944517185899464;
90600;0.943805187638;0.958478127484;0,944517185899464;
91100;0.943043358946;0.964529799795;0,944517185899464;
91600;0.944623362445;0.931775453591;0,944517185899464;
92100;0.943091748100;0.941073203462;0,944517185899464;
92600;0.945977321814;0.953735237745;0,944517185899464;
93100;0.944172932331;0.935873065829;0,944517185899464;
93600;0.945419337607;0.936898144381;0,944517185899464;
94100;0.944593517535;0.939462085428;0,944517185899464;
94600;0.946062367865;0.955975778577;0,944517185899464;
95100;0.944440063091;0.927334334887;0,944517185899464;
95600;0.943553870293;0.961332125341;0,944517185899464;
96100;0.942377731530;0.941155367215;0,944517185899464;
96600;0.946143892340;0.932560163137;0,944517185899464;
97100;0.944194129763;0.940574100528;0,944517185899464;
97600;0.944787397541;0.948804764051;0,944517185899464;
98100;0.944597349643;0.943374231964;0,944517185899464;
98600;0.941290567951;0.954859681422;0,944517185899464;
99100;0.942028254289;0.938956238399;0,944517185899464;
99600;0.945456827309;0.949665268134;0,944517185899464;